layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,layers_4,length_4,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_5,length_5
Ether,131,IP,117,UDP,97.0,DNS,89.0,,,920293269.791785,131,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1568,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293269.803417,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1569,,
Ether,98,IP,84,TCP,64.0,SMTPResponse,44.0,,,920293269.804924,98,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,24.0,25.0,1171.0,week1_monday.tcpdump,1570,,
Ether,92,IP,78,TCP,58.0,SMTPRequest,38.0,,,920293269.805263,92,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,24.0,1171.0,25.0,week1_monday.tcpdump,1571,,
Ether,92,IP,78,TCP,58.0,SMTPRequest,38.0,,,920293269.995727,92,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,24.0,1171.0,25.0,week1_monday.tcpdump,1572,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293269.9972868,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1573,,
Ether,104,IP,90,TCP,70.0,SMTPResponse,50.0,,,920293270.0556892,104,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,24.0,25.0,1171.0,week1_monday.tcpdump,1574,,
Ether,92,IP,78,TCP,58.0,SMTPRequest,38.0,,,920293270.0559,92,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,24.0,1171.0,25.0,week1_monday.tcpdump,1575,,
Ether,104,IP,90,TCP,70.0,SMTPResponse,50.0,,,920293270.123627,104,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,24.0,25.0,1171.0,week1_monday.tcpdump,1576,,
Ether,91,IP,77,TCP,57.0,SMTPRequest,37.0,,,920293270.124102,91,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,24.0,1171.0,25.0,week1_monday.tcpdump,1577,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293270.203342,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1578,,
Ether,103,IP,89,TCP,69.0,SMTPResponse,49.0,,,920293270.2339712,103,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,24.0,25.0,1171.0,week1_monday.tcpdump,1579,,
Ether,89,IP,75,TCP,55.0,SMTPRequest,35.0,,,920293270.234312,89,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,24.0,1171.0,25.0,week1_monday.tcpdump,1580,,
Ether,101,IP,87,TCP,67.0,SMTPResponse,47.0,,,920293270.315134,101,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,24.0,25.0,1171.0,week1_monday.tcpdump,1581,,
Ether,91,IP,77,TCP,57.0,SMTPRequest,37.0,,,920293270.315457,91,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,24.0,1171.0,25.0,week1_monday.tcpdump,1582,,
Ether,103,IP,89,TCP,69.0,SMTPResponse,49.0,,,920293270.38842,103,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,24.0,25.0,1171.0,week1_monday.tcpdump,1583,,
Ether,90,IP,76,TCP,56.0,SMTPRequest,36.0,,,920293270.388634,90,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,24.0,1171.0,25.0,week1_monday.tcpdump,1584,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293270.403318,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1585,,
Ether,102,IP,88,TCP,68.0,SMTPResponse,48.0,,,920293270.493489,102,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,24.0,25.0,1171.0,week1_monday.tcpdump,1586,,
Ether,91,IP,77,TCP,57.0,SMTPRequest,37.0,,,920293270.493818,91,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,24.0,1171.0,25.0,week1_monday.tcpdump,1587,,
Ether,103,IP,89,TCP,69.0,SMTPResponse,49.0,,,920293270.579194,103,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,24.0,25.0,1171.0,week1_monday.tcpdump,1588,,
Ether,90,IP,76,TCP,56.0,SMTPRequest,36.0,,,920293270.5795052,90,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,24.0,1171.0,25.0,week1_monday.tcpdump,1589,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293270.603389,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1590,,
Ether,102,IP,88,TCP,68.0,SMTPResponse,48.0,,,920293270.665565,102,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,24.0,25.0,1171.0,week1_monday.tcpdump,1591,,
Ether,90,IP,76,TCP,56.0,SMTPRequest,36.0,,,920293270.665834,90,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,24.0,1171.0,25.0,week1_monday.tcpdump,1592,,
Ether,102,IP,88,TCP,68.0,SMTPResponse,48.0,,,920293270.74215,102,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,24.0,25.0,1171.0,week1_monday.tcpdump,1593,,
Ether,91,IP,77,TCP,57.0,SMTPRequest,37.0,,,920293270.742436,91,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,24.0,1171.0,25.0,week1_monday.tcpdump,1594,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293270.803357,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1595,,
Ether,103,IP,89,TCP,69.0,SMTPResponse,49.0,,,920293270.831065,103,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,24.0,25.0,1171.0,week1_monday.tcpdump,1596,,
Ether,92,IP,78,TCP,58.0,SMTPRequest,38.0,,,920293270.831328,92,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,24.0,1171.0,25.0,week1_monday.tcpdump,1597,,
Ether,104,IP,90,TCP,70.0,SMTPResponse,50.0,,,920293270.906525,104,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,24.0,25.0,1171.0,week1_monday.tcpdump,1598,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,,,920293270.906823,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,24.0,1171.0,25.0,week1_monday.tcpdump,1599,,
Ether,104,IP,90,TCP,70.0,SMTPResponse,50.0,,,920293270.982388,104,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,24.0,25.0,1171.0,week1_monday.tcpdump,1600,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293270.983973,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1601,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293270.984468,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,24.0,1171.0,25.0,week1_monday.tcpdump,1602,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293270.98496,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1603,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293270.9854528,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1604,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293270.985947,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1605,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293270.9888892,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1606,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293270.98952,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1607,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293270.990016,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1608,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293270.990509,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1609,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293270.990999,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1610,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293270.991491,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1611,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.0033492,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1612,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.003886,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1613,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.004376,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1614,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.006139,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1615,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.020211,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1616,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.02078,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1617,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.021275,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1618,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.021767,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1619,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.02226,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1620,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.022751,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1621,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.057278,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1622,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.05787,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1623,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.058364,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1624,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.058866,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1625,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.05935,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1626,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.059891,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1627,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.060357,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1628,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.062916,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1629,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.063175,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1630,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.09164,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1631,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.092176,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1632,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.0926688,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1633,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.0931633,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1634,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.093656,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1635,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.09415,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1636,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.094641,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1637,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.096916,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1638,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.097506,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1639,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.198391,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1640,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.19898,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1641,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.199469,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1642,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.199966,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1643,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.200481,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1644,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.20096,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1645,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.20146,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1646,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.203893,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1647,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.204468,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1648,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.297605,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1649,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.2981392,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1650,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.298632,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1651,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.299126,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1652,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.299689,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1653,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.3001188,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1654,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.300604,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1655,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.302793,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1656,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.3033892,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1657,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.398568,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1658,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.399172,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1659,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.399752,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1660,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.4001732,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1661,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.400673,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1662,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.401157,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1663,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.401668,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1664,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.40216,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1665,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.404436,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1666,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.4048232,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1667,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.498357,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1668,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.4989188,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1669,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.499411,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1670,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.49991,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1671,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.5003972,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1672,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.500897,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1673,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.501384,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1674,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.501904,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1675,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.5042188,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1676,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.598804,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1677,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.599339,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1678,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.5998392,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1679,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.600326,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1680,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.600818,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1681,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.601311,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1682,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.601804,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1683,,
Ether,590,IP,576,TCP,556.0,SMTPRequest,536.0,,,920293271.602296,590,00:c0:4f:a3:58:23,00:10:7b:38:46:32,135.8.60.182,172.16.113.50,16.0,1171.0,25.0,week1_monday.tcpdump,1684,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.604549,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1685,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293271.6049212,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.50,135.8.60.182,16.0,25.0,1171.0,week1_monday.tcpdump,1686,,
Ether,90,IP,76,UDP,56.0,NTPHeader,48.0,,,920293271.610117,90,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.10,192.168.1.10,,123.0,123.0,week1_monday.tcpdump,1687,,
