layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,layers_4,length_4,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_5,length_5
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.691859,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2422,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762406.693656,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,16.0,2005.0,80.0,week3_wednesday.tcpdump,2423,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.697684,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2424,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.698938,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2425,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.7001892,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2426,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.701446,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2427,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.702657,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2428,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762406.7032868,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,16.0,2005.0,80.0,week3_wednesday.tcpdump,2429,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.7073152,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2430,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.70858,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2431,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.709941,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2432,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.711059,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2433,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.712283,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2434,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762406.714048,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,16.0,2005.0,80.0,week3_wednesday.tcpdump,2435,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.718086,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2436,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.719675,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2437,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.720619,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2438,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.7218232,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2439,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.723062,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2440,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.7242632,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2441,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762406.726286,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,16.0,2005.0,80.0,week3_wednesday.tcpdump,2442,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.730357,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2443,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.731554,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2444,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.7327868,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2445,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.73402,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2446,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.735254,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2447,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.736518,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2448,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762406.7388028,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,16.0,2005.0,80.0,week3_wednesday.tcpdump,2449,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.742844,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2450,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.74403,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2451,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762406.7441212,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,16.0,2005.0,80.0,week3_wednesday.tcpdump,2452,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.745354,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2453,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.74659,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2454,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.7478472,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2455,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.74909,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2456,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.75033,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2457,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762406.7515608,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2458,,
Ether,551,IP,537,TCP,517.0,HTTP,497.0,Raw,497.0,921762406.751998,551,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,24.0,80.0,2005.0,week3_wednesday.tcpdump,2459,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762406.7522,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,17.0,80.0,2005.0,week3_wednesday.tcpdump,2460,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762406.754133,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,16.0,2005.0,80.0,week3_wednesday.tcpdump,2461,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762406.754298,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,16.0,2005.0,80.0,week3_wednesday.tcpdump,2462,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762406.75521,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,17.0,2005.0,80.0,week3_wednesday.tcpdump,2463,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762406.75805,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2005.0,week3_wednesday.tcpdump,2464,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762407.6806448,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,2465,,
Ether,74,IP,60,UDP,40.0,DNS,32.0,,,921762407.757095,74,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.20,192.168.1.20,,53.0,53.0,week3_wednesday.tcpdump,2466,,
Ether,134,IP,120,UDP,100.0,DNS,92.0,,,921762407.760985,134,00:60:97:de:54:36,00:10:7b:38:46:32,192.168.1.20,172.16.112.20,,53.0,53.0,week3_wednesday.tcpdump,2467,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,921762407.7629212,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.67,2.0,2058.0,80.0,week3_wednesday.tcpdump,2468,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,921762407.766412,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,18.0,80.0,2058.0,week3_wednesday.tcpdump,2469,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.7671008,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.67,16.0,2058.0,80.0,week3_wednesday.tcpdump,2470,,
Ether,393,IP,379,TCP,359.0,HTTP,339.0,HTTPRequest,339.0,921762407.767989,393,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.67,24.0,2058.0,80.0,week3_wednesday.tcpdump,2471,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.78825,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,16.0,80.0,2058.0,week3_wednesday.tcpdump,2472,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,HTTPResponse,1460.0,921762407.8058631,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,16.0,80.0,2058.0,week3_wednesday.tcpdump,2473,Raw,1194.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762407.807073,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,16.0,80.0,2058.0,week3_wednesday.tcpdump,2474,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.81284,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.67,16.0,2058.0,80.0,week3_wednesday.tcpdump,2475,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762407.8170868,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,16.0,80.0,2058.0,week3_wednesday.tcpdump,2476,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762407.818322,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,16.0,80.0,2058.0,week3_wednesday.tcpdump,2477,,
Ether,773,IP,759,TCP,739.0,HTTP,719.0,Raw,719.0,921762407.818956,773,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,24.0,80.0,2058.0,week3_wednesday.tcpdump,2478,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.822835,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.67,16.0,2058.0,80.0,week3_wednesday.tcpdump,2479,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.825676,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,17.0,80.0,2058.0,week3_wednesday.tcpdump,2480,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.826352,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.67,16.0,2058.0,80.0,week3_wednesday.tcpdump,2481,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.827062,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.67,17.0,2058.0,80.0,week3_wednesday.tcpdump,2482,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,921762407.829602,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.67,2.0,2059.0,80.0,week3_wednesday.tcpdump,2483,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.829871,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,16.0,80.0,2058.0,week3_wednesday.tcpdump,2484,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,921762407.83095,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,18.0,80.0,2059.0,week3_wednesday.tcpdump,2485,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.831572,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.67,16.0,2059.0,80.0,week3_wednesday.tcpdump,2486,,
Ether,389,IP,375,TCP,355.0,HTTP,335.0,HTTPRequest,335.0,921762407.832384,389,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.67,24.0,2059.0,80.0,week3_wednesday.tcpdump,2487,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.8482492,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,16.0,80.0,2059.0,week3_wednesday.tcpdump,2488,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,HTTPResponse,1460.0,921762407.864262,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,16.0,80.0,2059.0,week3_wednesday.tcpdump,2489,Raw,1192.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762407.865485,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,16.0,80.0,2059.0,week3_wednesday.tcpdump,2490,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.872836,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.67,16.0,2059.0,80.0,week3_wednesday.tcpdump,2491,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762407.8770868,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,16.0,80.0,2059.0,week3_wednesday.tcpdump,2492,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762407.87832,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,16.0,80.0,2059.0,week3_wednesday.tcpdump,2493,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762407.8795552,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,16.0,80.0,2059.0,week3_wednesday.tcpdump,2494,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.882881,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.67,16.0,2059.0,80.0,week3_wednesday.tcpdump,2495,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762407.88694,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,16.0,80.0,2059.0,week3_wednesday.tcpdump,2496,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762407.888111,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,16.0,80.0,2059.0,week3_wednesday.tcpdump,2497,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,921762407.889341,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,24.0,80.0,2059.0,week3_wednesday.tcpdump,2498,,
Ether,402,IP,388,TCP,368.0,HTTP,348.0,Raw,348.0,921762407.8896768,402,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,24.0,80.0,2059.0,week3_wednesday.tcpdump,2499,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.8928312,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.67,16.0,2059.0,80.0,week3_wednesday.tcpdump,2500,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.895669,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,17.0,80.0,2059.0,week3_wednesday.tcpdump,2501,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.8963288,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.67,16.0,2059.0,80.0,week3_wednesday.tcpdump,2502,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.897188,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.67,17.0,2059.0,80.0,week3_wednesday.tcpdump,2503,,
Ether,75,IP,61,UDP,41.0,DNS,33.0,,,921762407.899044,75,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.20,192.168.1.20,,53.0,53.0,week3_wednesday.tcpdump,2504,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.8997928,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.207,16.0,80.0,2059.0,week3_wednesday.tcpdump,2505,,
Ether,135,IP,121,UDP,101.0,DNS,93.0,,,921762407.9035392,135,00:60:97:de:54:36,00:10:7b:38:46:32,192.168.1.20,172.16.112.20,,53.0,53.0,week3_wednesday.tcpdump,2506,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,921762407.905241,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.74,2.0,2060.0,80.0,week3_wednesday.tcpdump,2507,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,921762407.908759,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.74,172.16.114.207,18.0,80.0,2060.0,week3_wednesday.tcpdump,2508,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.909419,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.74,16.0,2060.0,80.0,week3_wednesday.tcpdump,2509,,
Ether,354,IP,340,TCP,320.0,HTTP,300.0,HTTPRequest,300.0,921762407.910162,354,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.74,24.0,2060.0,80.0,week3_wednesday.tcpdump,2510,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.928245,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.74,172.16.114.207,16.0,80.0,2060.0,week3_wednesday.tcpdump,2511,,
Ether,552,IP,538,TCP,518.0,HTTP,498.0,HTTPResponse,498.0,921762407.9385948,552,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.74,172.16.114.207,24.0,80.0,2060.0,week3_wednesday.tcpdump,2512,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.938859,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.74,172.16.114.207,17.0,80.0,2060.0,week3_wednesday.tcpdump,2513,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.939783,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.74,16.0,2060.0,80.0,week3_wednesday.tcpdump,2514,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.943419,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.74,17.0,2060.0,80.0,week3_wednesday.tcpdump,2515,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,921762407.943717,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,2.0,2061.0,80.0,week3_wednesday.tcpdump,2516,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.9462552,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.74,172.16.114.207,16.0,80.0,2060.0,week3_wednesday.tcpdump,2517,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,921762407.947383,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,18.0,80.0,2061.0,week3_wednesday.tcpdump,2518,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.94807,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,16.0,2061.0,80.0,week3_wednesday.tcpdump,2519,,
Ether,351,IP,337,TCP,317.0,HTTP,297.0,HTTPRequest,297.0,921762407.948774,351,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,24.0,2061.0,80.0,week3_wednesday.tcpdump,2520,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.96827,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2061.0,week3_wednesday.tcpdump,2521,,
Ether,825,IP,811,TCP,791.0,HTTP,771.0,HTTPResponse,771.0,921762407.973598,825,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,24.0,80.0,2061.0,week3_wednesday.tcpdump,2522,Raw,566.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.973692,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,17.0,80.0,2061.0,week3_wednesday.tcpdump,2523,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.974899,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,16.0,2061.0,80.0,week3_wednesday.tcpdump,2524,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.9764028,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,17.0,2061.0,80.0,week3_wednesday.tcpdump,2525,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.978467,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2061.0,week3_wednesday.tcpdump,2526,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,921762407.9790788,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,2.0,2063.0,80.0,week3_wednesday.tcpdump,2527,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,921762407.981867,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,18.0,80.0,2063.0,week3_wednesday.tcpdump,2528,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.9825052,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,16.0,2063.0,80.0,week3_wednesday.tcpdump,2529,,
Ether,354,IP,340,TCP,320.0,HTTP,300.0,HTTPRequest,300.0,921762407.9832288,354,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,24.0,2063.0,80.0,week3_wednesday.tcpdump,2530,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762407.998243,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2063.0,week3_wednesday.tcpdump,2531,,
Ether,1004,IP,990,TCP,970.0,HTTP,950.0,HTTPResponse,950.0,921762408.020346,1004,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,24.0,80.0,2063.0,week3_wednesday.tcpdump,2532,Raw,716.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762408.020446,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,17.0,80.0,2063.0,week3_wednesday.tcpdump,2533,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762408.021828,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,16.0,2063.0,80.0,week3_wednesday.tcpdump,2534,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762408.023368,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,17.0,2063.0,80.0,week3_wednesday.tcpdump,2535,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762408.0254108,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,16.0,80.0,2063.0,week3_wednesday.tcpdump,2536,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,921762408.026126,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,2.0,2064.0,80.0,week3_wednesday.tcpdump,2537,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,921762408.028816,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.207,18.0,80.0,2064.0,week3_wednesday.tcpdump,2538,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762408.029467,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.65,16.0,2064.0,80.0,week3_wednesday.tcpdump,2539,,
