layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_4,length_4,layers_5,length_5
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.529887,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,18.0,80.0,1240.0,week3_thursday.tcpdump,530,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.530492,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1240.0,80.0,week3_thursday.tcpdump,531,,,,
Ether,359,IP,345,TCP,325.0,HTTP,305.0,921675693.531593,359,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,24.0,1240.0,80.0,week3_thursday.tcpdump,532,HTTPRequest,305.0,,
Ether,353,IP,339,TCP,319.0,HTTP,299.0,921675693.537669,353,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,24.0,80.0,1237.0,week3_thursday.tcpdump,533,HTTPResponse,299.0,Raw,103.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.537754,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,17.0,80.0,1237.0,week3_thursday.tcpdump,534,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.538591,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1237.0,80.0,week3_thursday.tcpdump,535,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.546058,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,17.0,1237.0,80.0,week3_thursday.tcpdump,536,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.549571,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1237.0,week3_thursday.tcpdump,537,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.5502572,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,2.0,1241.0,80.0,week3_thursday.tcpdump,538,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.5548508,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,18.0,80.0,1241.0,week3_thursday.tcpdump,539,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.554931,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1240.0,week3_thursday.tcpdump,540,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.555533,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1241.0,80.0,week3_thursday.tcpdump,541,,,,
Ether,363,IP,349,TCP,329.0,HTTP,309.0,921675693.556633,363,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,24.0,1241.0,80.0,week3_thursday.tcpdump,542,HTTPRequest,309.0,,
Ether,353,IP,339,TCP,319.0,HTTP,299.0,921675693.566284,353,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,24.0,80.0,1238.0,week3_thursday.tcpdump,543,HTTPResponse,299.0,Raw,103.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.566393,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,17.0,80.0,1238.0,week3_thursday.tcpdump,544,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.567282,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1238.0,80.0,week3_thursday.tcpdump,545,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.570718,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1241.0,week3_thursday.tcpdump,546,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.58227,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,17.0,1238.0,80.0,week3_thursday.tcpdump,547,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.585709,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1238.0,week3_thursday.tcpdump,548,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.586496,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,2.0,1242.0,80.0,week3_thursday.tcpdump,549,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.591167,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,18.0,80.0,1242.0,week3_thursday.tcpdump,550,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.591794,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1242.0,80.0,week3_thursday.tcpdump,551,,,,
Ether,359,IP,345,TCP,325.0,HTTP,305.0,921675693.592919,359,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,24.0,1242.0,80.0,week3_thursday.tcpdump,552,HTTPRequest,305.0,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,921675693.60885,1514,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1239.0,week3_thursday.tcpdump,553,HTTPResponse,1460.0,Raw,1262.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,921675693.610528,1514,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1239.0,week3_thursday.tcpdump,554,Raw,1460.0,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.610638,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1242.0,week3_thursday.tcpdump,555,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.611948,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1239.0,80.0,week3_thursday.tcpdump,556,,,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,921675693.617059,1514,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,24.0,80.0,1239.0,week3_thursday.tcpdump,557,Raw,1460.0,,
Ether,564,IP,550,TCP,530.0,HTTP,510.0,921675693.617468,564,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,24.0,80.0,1239.0,week3_thursday.tcpdump,558,Raw,510.0,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.617556,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,17.0,80.0,1239.0,week3_thursday.tcpdump,559,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.61976,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1239.0,80.0,week3_thursday.tcpdump,560,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.61992,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1239.0,80.0,week3_thursday.tcpdump,561,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.629963,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,17.0,1239.0,80.0,week3_thursday.tcpdump,562,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.633354,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1239.0,week3_thursday.tcpdump,563,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.634488,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,2.0,1243.0,80.0,week3_thursday.tcpdump,564,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.639072,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,18.0,80.0,1243.0,week3_thursday.tcpdump,565,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.639694,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1243.0,80.0,week3_thursday.tcpdump,566,,,,
Ether,369,IP,355,TCP,335.0,HTTP,315.0,921675693.6408288,369,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,24.0,1243.0,80.0,week3_thursday.tcpdump,567,HTTPRequest,315.0,,
Ether,589,IP,575,TCP,555.0,HTTP,535.0,921675693.655326,589,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,24.0,80.0,1240.0,week3_thursday.tcpdump,568,HTTPResponse,535.0,Raw,201.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.655412,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,17.0,80.0,1240.0,week3_thursday.tcpdump,569,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.656448,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1240.0,80.0,week3_thursday.tcpdump,570,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.6604472,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1243.0,week3_thursday.tcpdump,571,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.672962,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,17.0,1240.0,80.0,week3_thursday.tcpdump,572,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.676486,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1240.0,week3_thursday.tcpdump,573,,,,
Ether,81,IP,67,UDP,47.0,DNS,39.0,921675693.677653,81,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.20,192.168.1.20,,53.0,53.0,week3_thursday.tcpdump,574,,,,
Ether,141,IP,127,UDP,107.0,DNS,99.0,921675693.681554,141,00:60:97:de:54:36,00:10:7b:38:46:32,192.168.1.20,172.16.112.20,,53.0,53.0,week3_thursday.tcpdump,575,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.68749,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,199.172.144.25,2.0,1245.0,80.0,week3_thursday.tcpdump,576,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.692158,60,00:60:97:de:54:36,00:10:7b:38:46:32,199.172.144.25,172.16.112.100,18.0,80.0,1245.0,week3_thursday.tcpdump,577,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.692788,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,199.172.144.25,16.0,1245.0,80.0,week3_thursday.tcpdump,578,,,,
Ether,414,IP,400,TCP,380.0,HTTP,360.0,921675693.6940348,414,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,199.172.144.25,24.0,1245.0,80.0,week3_thursday.tcpdump,579,HTTPRequest,360.0,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,921675693.702146,1514,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1241.0,week3_thursday.tcpdump,580,HTTPResponse,1460.0,Raw,1262.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,921675693.7033732,1514,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1241.0,week3_thursday.tcpdump,581,Raw,1460.0,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.705261,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1241.0,80.0,week3_thursday.tcpdump,582,,,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,921675693.70995,1514,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1241.0,week3_thursday.tcpdump,583,Raw,1460.0,,
Ether,1124,IP,1110,TCP,1090.0,HTTP,1070.0,921675693.710806,1124,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,24.0,80.0,1241.0,week3_thursday.tcpdump,584,Raw,1070.0,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.710887,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,17.0,80.0,1241.0,week3_thursday.tcpdump,585,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.710957,60,00:60:97:de:54:36,00:10:7b:38:46:32,199.172.144.25,172.16.112.100,16.0,80.0,1245.0,week3_thursday.tcpdump,586,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.712603,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1241.0,80.0,week3_thursday.tcpdump,587,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.712801,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1241.0,80.0,week3_thursday.tcpdump,588,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.726415,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,17.0,1241.0,80.0,week3_thursday.tcpdump,589,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.729996,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1241.0,week3_thursday.tcpdump,590,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.73061,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,2.0,1246.0,80.0,week3_thursday.tcpdump,591,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.735191,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,18.0,80.0,1246.0,week3_thursday.tcpdump,592,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.735825,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1246.0,80.0,week3_thursday.tcpdump,593,,,,
Ether,370,IP,356,TCP,336.0,HTTP,316.0,921675693.736969,370,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,24.0,1246.0,80.0,week3_thursday.tcpdump,594,HTTPRequest,316.0,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,921675693.746363,1514,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1242.0,week3_thursday.tcpdump,595,HTTPResponse,1460.0,Raw,1262.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,921675693.74759,1514,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1242.0,week3_thursday.tcpdump,596,Raw,1460.0,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.749485,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1242.0,80.0,week3_thursday.tcpdump,597,,,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,921675693.754164,1514,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1242.0,week3_thursday.tcpdump,598,Raw,1460.0,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,921675693.755379,1514,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1242.0,week3_thursday.tcpdump,599,Raw,1460.0,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,921675693.756612,1514,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1242.0,week3_thursday.tcpdump,600,Raw,1460.0,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.7566948,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1246.0,week3_thursday.tcpdump,601,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.757342,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1242.0,80.0,week3_thursday.tcpdump,602,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.7585868,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1242.0,80.0,week3_thursday.tcpdump,603,,,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,921675693.761952,1514,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1242.0,week3_thursday.tcpdump,604,Raw,1460.0,,
Ether,700,IP,686,TCP,666.0,HTTP,646.0,921675693.762531,700,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,24.0,80.0,1242.0,week3_thursday.tcpdump,605,Raw,646.0,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.762759,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,17.0,80.0,1242.0,week3_thursday.tcpdump,606,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.764392,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1242.0,80.0,week3_thursday.tcpdump,607,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.764564,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1242.0,80.0,week3_thursday.tcpdump,608,,,,
Ether,1078,IP,1064,TCP,1044.0,HTTP,1024.0,921675693.7869368,1078,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,24.0,80.0,1243.0,week3_thursday.tcpdump,609,HTTPResponse,1024.0,Raw,826.0
Ether,740,IP,726,TCP,706.0,HTTP,686.0,921675693.787498,740,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,24.0,80.0,1243.0,week3_thursday.tcpdump,610,Raw,686.0,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.787576,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,17.0,80.0,1243.0,week3_thursday.tcpdump,611,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.789057,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1243.0,80.0,week3_thursday.tcpdump,612,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.789209,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1243.0,80.0,week3_thursday.tcpdump,613,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.8071288,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,17.0,1242.0,80.0,week3_thursday.tcpdump,614,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.810558,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1242.0,week3_thursday.tcpdump,615,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.819108,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,2.0,1247.0,80.0,week3_thursday.tcpdump,616,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.82371,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,18.0,80.0,1247.0,week3_thursday.tcpdump,617,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.824192,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,17.0,1243.0,80.0,week3_thursday.tcpdump,618,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.824392,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1247.0,80.0,week3_thursday.tcpdump,619,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.827636,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1243.0,week3_thursday.tcpdump,620,,,,
Ether,369,IP,355,TCP,335.0,HTTP,315.0,921675693.829482,369,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,24.0,1247.0,80.0,week3_thursday.tcpdump,621,HTTPRequest,315.0,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.829593,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,2.0,1248.0,80.0,week3_thursday.tcpdump,622,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.834256,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,18.0,80.0,1248.0,week3_thursday.tcpdump,623,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.834909,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1248.0,80.0,week3_thursday.tcpdump,624,,,,
Ether,360,IP,346,TCP,326.0,HTTP,306.0,921675693.836067,360,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,24.0,1248.0,80.0,week3_thursday.tcpdump,625,HTTPRequest,306.0,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.850476,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1248.0,week3_thursday.tcpdump,626,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.85059,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1247.0,week3_thursday.tcpdump,627,,,,
Ether,1078,IP,1064,TCP,1044.0,HTTP,1024.0,921675693.858396,1078,00:60:97:de:54:36,00:10:7b:38:46:32,199.172.144.25,172.16.112.100,24.0,80.0,1245.0,week3_thursday.tcpdump,628,HTTPResponse,1024.0,Raw,770.0
Ether,120,IP,106,TCP,86.0,HTTP,66.0,921675693.858497,120,00:60:97:de:54:36,00:10:7b:38:46:32,199.172.144.25,172.16.112.100,24.0,80.0,1245.0,week3_thursday.tcpdump,629,Raw,66.0,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.858578,60,00:60:97:de:54:36,00:10:7b:38:46:32,199.172.144.25,172.16.112.100,17.0,80.0,1245.0,week3_thursday.tcpdump,630,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.860044,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,199.172.144.25,16.0,1245.0,80.0,week3_thursday.tcpdump,631,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.860249,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,199.172.144.25,16.0,1245.0,80.0,week3_thursday.tcpdump,632,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.868393,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,199.172.144.25,17.0,1245.0,80.0,week3_thursday.tcpdump,633,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.871818,60,00:60:97:de:54:36,00:10:7b:38:46:32,199.172.144.25,172.16.112.100,16.0,80.0,1245.0,week3_thursday.tcpdump,634,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.87289,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,2.0,1249.0,80.0,week3_thursday.tcpdump,635,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.877478,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,18.0,80.0,1249.0,week3_thursday.tcpdump,636,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.878144,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1249.0,80.0,week3_thursday.tcpdump,637,,,,
Ether,361,IP,347,TCP,327.0,HTTP,307.0,921675693.87929,361,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,24.0,1249.0,80.0,week3_thursday.tcpdump,638,HTTPRequest,307.0,,
Ether,725,IP,711,TCP,691.0,HTTP,671.0,921675693.894226,725,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,24.0,80.0,1246.0,week3_thursday.tcpdump,639,HTTPResponse,671.0,Raw,474.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.89433,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,17.0,80.0,1246.0,week3_thursday.tcpdump,640,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.895401,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1246.0,80.0,week3_thursday.tcpdump,641,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.900462,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1249.0,week3_thursday.tcpdump,642,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.903082,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,17.0,1246.0,80.0,week3_thursday.tcpdump,643,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.9065212,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1246.0,week3_thursday.tcpdump,644,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.9071132,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,2.0,1250.0,80.0,week3_thursday.tcpdump,645,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675693.911833,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,18.0,80.0,1250.0,week3_thursday.tcpdump,646,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.9124348,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1250.0,80.0,week3_thursday.tcpdump,647,,,,
Ether,358,IP,344,TCP,324.0,HTTP,304.0,921675693.913552,358,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,24.0,1250.0,80.0,week3_thursday.tcpdump,648,HTTPRequest,304.0,,
Ether,775,IP,761,TCP,741.0,HTTP,721.0,921675693.927693,775,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,24.0,80.0,1247.0,week3_thursday.tcpdump,649,HTTPResponse,721.0,Raw,524.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.927779,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,17.0,80.0,1247.0,week3_thursday.tcpdump,650,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.9289608,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.201.97.5,16.0,1247.0,80.0,week3_thursday.tcpdump,651,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675693.932548,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.201.97.5,172.16.112.100,16.0,80.0,1250.0,week3_thursday.tcpdump,652,,,,
