layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,layers_4,length_4,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_5,length_5,applications,flow_id,day,week,day_week,time_diff,rate,rolling_rate_byte_sec,rolling_rate_byte_min,rolling_rate_packet_sec,rolling_rate_packet_min,payload_layers,header_length,payload_length
Ether,555,IP,541,TCP,521.0,HTTP,501.0,HTTPResponse,501.0,920294867.8419212,555,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,24.0,80.0,6224.0,week1_monday.tcpdump,14625,None,0,HTTP,35662.0,monday,1,monday_1,0.004176378250122,14366.514814180511,37363.0,87105.0,164.0,253.0,5.0,54.0,501.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.842012,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,17.0,80.0,6224.0,week1_monday.tcpdump,14626,None,0,HTTP,35662.0,monday,1,monday_1,9.059906005859376e-05,6125891.368421053,37423.0,87165.0,165.0,254.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.843002,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,16.0,6224.0,80.0,week1_monday.tcpdump,14627,None,0,HTTP,35662.0,monday,1,monday_1,0.0009900331497192,60604.0313064419,37483.0,87225.0,166.0,255.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.8434992,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,17.0,6224.0,80.0,week1_monday.tcpdump,14628,None,0,HTTP,35662.0,monday,1,monday_1,0.0004972219467163,120670.45792375928,37543.0,87285.0,167.0,256.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.846876,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,16.0,80.0,6224.0,week1_monday.tcpdump,14629,None,0,HTTP,35662.0,monday,1,monday_1,0.0033768415451049,17768.082747908356,37603.0,87345.0,168.0,257.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294867.847342,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,2.0,6225.0,80.0,week1_monday.tcpdump,14630,None,0,HTTP,35663.0,monday,1,monday_1,0.000465989112854,128758.37298541826,37663.0,87405.0,169.0,258.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294867.850576,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,18.0,80.0,6225.0,week1_monday.tcpdump,14631,None,0,HTTP,35663.0,monday,1,monday_1,0.0032339096069335,18553.39427897376,37723.0,87465.0,170.0,259.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.851218,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,16.0,6225.0,80.0,week1_monday.tcpdump,14632,None,0,HTTP,35663.0,monday,1,monday_1,0.0006420612335205,93449.03082064612,37783.0,87525.0,171.0,260.0,4.0,54.0,6.0
Ether,268,IP,254,TCP,234.0,HTTP,214.0,HTTPRequest,214.0,920294867.8518108,268,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,24.0,6225.0,80.0,week1_monday.tcpdump,14633,None,0,HTTP,35663.0,monday,1,monday_1,0.0005927085876464,101230.18503620272,38051.0,87793.0,172.0,261.0,5.0,54.0,214.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.867742,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,16.0,80.0,6225.0,week1_monday.tcpdump,14634,None,0,HTTP,35663.0,monday,1,monday_1,0.0159312486648559,16822.284658151315,38111.0,87853.0,173.0,262.0,4.0,54.0,6.0
Ether,646,IP,632,TCP,612.0,HTTP,592.0,HTTPResponse,592.0,920294867.868711,646,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,24.0,80.0,6225.0,week1_monday.tcpdump,14635,None,0,HTTP,35663.0,monday,1,monday_1,0.0009690523147583,61916.16188953131,38757.0,88499.0,174.0,263.0,5.0,54.0,592.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.868809,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,17.0,80.0,6225.0,week1_monday.tcpdump,14636,None,0,HTTP,35663.0,monday,1,monday_1,9.79900360107422e-05,6592507.017031631,38817.0,88559.0,175.0,264.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.869907,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,16.0,6225.0,80.0,week1_monday.tcpdump,14637,None,0,HTTP,35663.0,monday,1,monday_1,0.0010980367660522,54642.97904679188,38877.0,88619.0,176.0,265.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.872185,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,17.0,6225.0,80.0,week1_monday.tcpdump,14638,None,0,HTTP,35663.0,monday,1,monday_1,0.0022779703140258,26339.23700873934,38937.0,88679.0,177.0,266.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.8737688,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,16.0,80.0,6225.0,week1_monday.tcpdump,14639,None,0,HTTP,35663.0,monday,1,monday_1,0.0015838146209716,37883.22143609815,38997.0,88739.0,178.0,267.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294867.876033,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,2.0,6228.0,80.0,week1_monday.tcpdump,14640,None,0,HTTP,35664.0,monday,1,monday_1,0.0022641420364379,26500.104248933814,39057.0,88799.0,179.0,268.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294867.879809,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,18.0,80.0,6228.0,week1_monday.tcpdump,14641,None,0,HTTP,35664.0,monday,1,monday_1,0.0037760734558105,15889.521404217703,39117.0,88859.0,180.0,269.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.880465,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,16.0,6228.0,80.0,week1_monday.tcpdump,14642,None,0,HTTP,35664.0,monday,1,monday_1,0.0006560087203979,91462.1988006542,39177.0,88919.0,181.0,270.0,4.0,54.0,6.0
Ether,270,IP,256,TCP,236.0,HTTP,216.0,HTTPRequest,216.0,920294867.881083,270,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,24.0,6228.0,80.0,week1_monday.tcpdump,14643,None,0,HTTP,35664.0,monday,1,monday_1,0.0006179809570312,97090.37037037036,39447.0,89189.0,182.0,271.0,5.0,54.0,216.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.897698,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,16.0,80.0,6228.0,week1_monday.tcpdump,14644,None,0,HTTP,35664.0,monday,1,monday_1,0.0166150331497192,16250.343743946276,39507.0,89249.0,183.0,272.0,4.0,54.0,6.0
Ether,509,IP,495,TCP,475.0,HTTP,455.0,HTTPResponse,455.0,920294867.912492,509,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,24.0,80.0,6228.0,week1_monday.tcpdump,14645,None,0,HTTP,35664.0,monday,1,monday_1,0.0147939920425415,4055.700437546837,40016.0,89758.0,184.0,273.0,5.0,54.0,455.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.912604,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,17.0,80.0,6228.0,week1_monday.tcpdump,14646,None,0,HTTP,35664.0,monday,1,monday_1,0.0001118183135986,4552027.15565032,40076.0,89818.0,185.0,274.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.913547,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,16.0,6228.0,80.0,week1_monday.tcpdump,14647,None,0,HTTP,35664.0,monday,1,monday_1,0.0009431838989257,63614.31749241658,40136.0,89878.0,186.0,275.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.91593,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,17.0,6228.0,80.0,week1_monday.tcpdump,14648,None,0,HTTP,35664.0,monday,1,monday_1,0.0023829936981201,25178.4132066033,40196.0,89938.0,187.0,276.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.9174212,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,16.0,80.0,6228.0,week1_monday.tcpdump,14649,None,0,HTTP,35664.0,monday,1,monday_1,0.0014913082122802,40233.13189448441,40256.0,89998.0,188.0,277.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294867.919844,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,2.0,6230.0,80.0,week1_monday.tcpdump,14650,None,0,HTTP,35665.0,monday,1,monday_1,0.0024225711822509,24767.074106879245,40316.0,90058.0,189.0,278.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294867.9236312,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,18.0,80.0,6230.0,week1_monday.tcpdump,14651,None,0,HTTP,35665.0,monday,1,monday_1,0.0037872791290283,15842.50802644004,40376.0,90118.0,190.0,279.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.924274,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,16.0,6230.0,80.0,week1_monday.tcpdump,14652,None,0,HTTP,35665.0,monday,1,monday_1,0.0006427764892578,93345.04451038576,40436.0,90178.0,191.0,280.0,4.0,54.0,6.0
Ether,262,IP,248,TCP,228.0,HTTP,208.0,HTTPRequest,208.0,920294867.924865,262,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,24.0,6230.0,80.0,week1_monday.tcpdump,14653,None,0,HTTP,35665.0,monday,1,monday_1,0.0005910396575927,101516.0306575232,40698.0,90440.0,192.0,281.0,5.0,54.0,208.0
Ether,329,IP,315,TCP,295.0,HTTP,275.0,HTTPResponse,275.0,920294867.942168,329,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,24.0,80.0,6230.0,week1_monday.tcpdump,14654,None,0,HTTP,35665.0,monday,1,monday_1,0.0173029899597167,15141.891696750905,41027.0,90769.0,193.0,282.0,5.0,54.0,275.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.942285,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,17.0,80.0,6230.0,week1_monday.tcpdump,14655,None,0,HTTP,35665.0,monday,1,monday_1,0.0001169443130493,2813304.823649337,41087.0,90829.0,194.0,283.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.94306,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,16.0,6230.0,80.0,week1_monday.tcpdump,14656,None,0,HTTP,35665.0,monday,1,monday_1,0.0007749795913696,77421.39363174896,41147.0,90889.0,195.0,284.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.945527,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,17.0,6230.0,80.0,week1_monday.tcpdump,14657,None,0,HTTP,35665.0,monday,1,monday_1,0.0024670362472534,24320.68035757429,41207.0,90949.0,196.0,285.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.946924,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,16.0,80.0,6230.0,week1_monday.tcpdump,14658,None,0,HTTP,35665.0,monday,1,monday_1,0.0013970136642456,42948.75671985665,41267.0,91009.0,197.0,286.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294867.949536,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,2.0,6231.0,80.0,week1_monday.tcpdump,14659,None,0,HTTP,35666.0,monday,1,monday_1,0.0026119947433471,22970.94975126649,41327.0,91069.0,198.0,287.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294867.953292,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,18.0,80.0,6231.0,week1_monday.tcpdump,14660,None,0,HTTP,35666.0,monday,1,monday_1,0.003756046295166,15974.244001523422,41387.0,91129.0,199.0,288.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.954002,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,16.0,6231.0,80.0,week1_monday.tcpdump,14661,None,0,HTTP,35666.0,monday,1,monday_1,0.0007098913192749,84519.9798488665,41447.0,91189.0,200.0,289.0,4.0,54.0,6.0
Ether,264,IP,250,TCP,230.0,HTTP,210.0,HTTPRequest,210.0,920294867.9545572,264,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,24.0,6231.0,80.0,week1_monday.tcpdump,14662,None,0,HTTP,35666.0,monday,1,monday_1,0.0005552768707275,108054.2035208244,41711.0,91453.0,201.0,290.0,5.0,54.0,210.0
Ether,1078,IP,1064,TCP,1044.0,HTTP,1024.0,HTTPResponse,1024.0,920294867.972686,1078,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,24.0,80.0,6231.0,week1_monday.tcpdump,14663,None,0,HTTP,35666.0,monday,1,monday_1,0.018128752708435,14562.502133815551,42789.0,92531.0,202.0,291.0,5.0,54.0,1024.0
Ether,238,IP,224,TCP,204.0,HTTP,184.0,Raw,184.0,920294867.973034,238,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,24.0,80.0,6231.0,week1_monday.tcpdump,14664,None,0,HTTP,35666.0,monday,1,monday_1,0.0003480911254882,3096890.21369863,43027.0,92769.0,203.0,292.0,5.0,54.0,184.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.973146,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,17.0,80.0,6231.0,week1_monday.tcpdump,14665,None,0,HTTP,35666.0,monday,1,monday_1,0.0001120567321777,2123924.153191489,43087.0,92829.0,204.0,293.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.974386,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,16.0,6231.0,80.0,week1_monday.tcpdump,14666,None,0,HTTP,35666.0,monday,1,monday_1,0.0012398958206176,48391.1623882319,43147.0,92889.0,205.0,294.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.977016,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,17.0,6231.0,80.0,week1_monday.tcpdump,14667,None,0,HTTP,35666.0,monday,1,monday_1,0.0026299953460693,22813.72858308404,43207.0,92949.0,206.0,295.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.978285,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,16.0,80.0,6231.0,week1_monday.tcpdump,14668,None,0,HTTP,35666.0,monday,1,monday_1,0.001268982887268,47281.96148426491,43267.0,93009.0,207.0,296.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294867.981148,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,2.0,6232.0,80.0,week1_monday.tcpdump,14669,None,0,HTTP,35667.0,monday,1,monday_1,0.0028630495071411,20956.675688054296,43327.0,93069.0,208.0,297.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294867.984876,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,18.0,80.0,6232.0,week1_monday.tcpdump,14670,None,0,HTTP,35667.0,monday,1,monday_1,0.003727912902832,16094.796623177284,43387.0,93129.0,209.0,298.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294867.985512,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,16.0,6232.0,80.0,week1_monday.tcpdump,14671,None,0,HTTP,35667.0,monday,1,monday_1,0.0006359815597534,94342.3580131209,43447.0,93189.0,210.0,299.0,4.0,54.0,6.0
Ether,249,IP,235,TCP,215.0,HTTP,195.0,HTTPRequest,195.0,920294867.9860972,249,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,24.0,6232.0,80.0,week1_monday.tcpdump,14672,None,0,HTTP,35667.0,monday,1,monday_1,0.0005853176116943,102508.44806517311,43696.0,93438.0,211.0,300.0,5.0,54.0,195.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,HTTPResponse,1460.0,920294868.005236,1514,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,16.0,80.0,6232.0,week1_monday.tcpdump,14673,None,0,HTTP,35667.0,monday,1,monday_1,0.0191386938095092,13010.292263324758,1514.0,94952.0,1.0,301.0,5.0,54.0,1460.0
Ether,1021,IP,1007,TCP,987.0,HTTP,967.0,Raw,967.0,920294868.0060447,1021,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,24.0,80.0,6232.0,week1_monday.tcpdump,14674,None,0,HTTP,35667.0,monday,1,monday_1,0.000808835029602,1871827.9310243183,2535.0,95973.0,2.0,302.0,5.0,54.0,967.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294868.006134,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,17.0,80.0,6232.0,week1_monday.tcpdump,14675,None,0,HTTP,35667.0,monday,1,monday_1,8.928775787353516e-05,11434938.275033375,2595.0,96033.0,3.0,303.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294868.007945,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,16.0,6232.0,80.0,week1_monday.tcpdump,14676,None,0,HTTP,35667.0,monday,1,monday_1,0.0018109083175659,33132.544269633334,2655.0,96093.0,4.0,304.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294868.010598,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,17.0,6232.0,80.0,week1_monday.tcpdump,14677,None,0,HTTP,35667.0,monday,1,monday_1,0.0026531219482421,22614.867002156723,2715.0,96153.0,5.0,305.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294868.011817,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,16.0,80.0,6232.0,week1_monday.tcpdump,14678,None,0,HTTP,35667.0,monday,1,monday_1,0.0012189149856567,49224.105623471885,2775.0,96213.0,6.0,306.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294868.014973,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,2.0,6233.0,80.0,week1_monday.tcpdump,14679,None,0,HTTP,35668.0,monday,1,monday_1,0.0031560659408569,19011.009631728044,2835.0,96273.0,7.0,307.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294868.018699,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,18.0,80.0,6233.0,week1_monday.tcpdump,14680,None,0,HTTP,35668.0,monday,1,monday_1,0.0037260055541992,16103.035577169185,2895.0,96333.0,8.0,308.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294868.0193392,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,16.0,6233.0,80.0,week1_monday.tcpdump,14681,None,0,HTTP,35668.0,monday,1,monday_1,0.0006401538848876,93727.46368715084,2955.0,96393.0,9.0,309.0,4.0,54.0,6.0
Ether,269,IP,255,TCP,235.0,HTTP,215.0,HTTPRequest,215.0,920294868.019933,269,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,24.0,6233.0,80.0,week1_monday.tcpdump,14682,None,0,HTTP,35668.0,monday,1,monday_1,0.0005937814712524,101047.27564746037,3224.0,96662.0,10.0,310.0,5.0,54.0,215.0
Ether,827,IP,813,TCP,793.0,HTTP,773.0,HTTPResponse,773.0,920294868.037662,827,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,24.0,80.0,6233.0,week1_monday.tcpdump,14683,None,0,HTTP,35668.0,monday,1,monday_1,0.0177289247512817,15172.94499095622,4051.0,97489.0,11.0,311.0,5.0,54.0,773.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294868.037759,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,17.0,80.0,6233.0,week1_monday.tcpdump,14684,None,0,HTTP,35668.0,monday,1,monday_1,9.703636169433594e-05,8522578.398034398,4111.0,97549.0,12.0,312.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294868.039048,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,16.0,6233.0,80.0,week1_monday.tcpdump,14685,None,0,HTTP,35668.0,monday,1,monday_1,0.0012891292572021,46543.04420196042,4171.0,97609.0,13.0,313.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294868.039614,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,17.0,6233.0,80.0,week1_monday.tcpdump,14686,None,0,HTTP,35668.0,monday,1,monday_1,0.0005660057067871,106005.99831508004,4231.0,97669.0,14.0,314.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294868.0429188,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,16.0,80.0,6233.0,week1_monday.tcpdump,14687,None,0,HTTP,35668.0,monday,1,monday_1,0.0033047199249267,18155.85022725633,4291.0,97729.0,15.0,315.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294868.044157,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,2.0,6234.0,80.0,week1_monday.tcpdump,14688,None,0,HTTP,35669.0,monday,1,monday_1,0.0012382268905639,48456.38586694907,4351.0,97789.0,16.0,316.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294868.046624,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,18.0,80.0,6234.0,week1_monday.tcpdump,14689,None,0,HTTP,35669.0,monday,1,monday_1,0.0024670362472534,24320.68035757429,4411.0,97849.0,17.0,317.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294868.04727,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,16.0,6234.0,80.0,week1_monday.tcpdump,14690,None,0,HTTP,35669.0,monday,1,monday_1,0.0006458759307861,92897.09856035438,4471.0,97909.0,18.0,318.0,4.0,54.0,6.0
Ether,261,IP,247,TCP,227.0,HTTP,207.0,HTTPRequest,207.0,920294868.047846,261,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,24.0,6234.0,80.0,week1_monday.tcpdump,14691,None,0,HTTP,35669.0,monday,1,monday_1,0.0005761384963989,104141.6263190565,4732.0,98170.0,19.0,319.0,5.0,54.0,207.0
Ether,1078,IP,1064,TCP,1044.0,HTTP,1024.0,HTTPResponse,1024.0,920294868.06539,1078,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,24.0,80.0,6234.0,week1_monday.tcpdump,14692,None,0,HTTP,35669.0,monday,1,monday_1,0.0175439119338989,14876.955663217115,5810.0,99248.0,20.0,320.0,5.0,54.0,1024.0
Ether,176,IP,162,TCP,142.0,HTTP,122.0,Raw,122.0,920294868.065738,176,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,24.0,80.0,6234.0,week1_monday.tcpdump,14693,None,0,HTTP,35669.0,monday,1,monday_1,0.0003480911254882,3096890.21369863,5986.0,99424.0,21.0,321.0,5.0,54.0,122.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294868.0658108,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,17.0,80.0,6234.0,week1_monday.tcpdump,14694,None,0,HTTP,35669.0,monday,1,monday_1,7.271766662597656e-05,2420319.685245902,6046.0,99484.0,22.0,322.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294868.0671,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,16.0,6234.0,80.0,week1_monday.tcpdump,14695,None,0,HTTP,35669.0,monday,1,monday_1,0.0012892484664916,46538.740638002775,6106.0,99544.0,23.0,323.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294868.0700892,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,17.0,6234.0,80.0,week1_monday.tcpdump,14696,None,0,HTTP,35669.0,monday,1,monday_1,0.0029891729354858,20072.44187437687,6166.0,99604.0,24.0,324.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294868.070966,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,16.0,80.0,6234.0,week1_monday.tcpdump,14697,None,0,HTTP,35669.0,monday,1,monday_1,0.0008767843246459,68431.88035350102,6226.0,99664.0,25.0,325.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294868.074495,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,143.166.224.42,2.0,6235.0,80.0,week1_monday.tcpdump,14698,None,0,HTTP,35670.0,monday,1,monday_1,0.0035289525985717,17002.21193797926,6286.0,99724.0,26.0,326.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294868.078254,60,00:60:97:de:54:36,00:10:7b:38:46:32,143.166.224.42,172.16.116.201,18.0,80.0,6235.0,week1_monday.tcpdump,14699,None,0,HTTP,35670.0,monday,1,monday_1,0.0037589073181152,15962.085500443993,6346.0,99784.0,27.0,327.0,4.0,58.0,2.0
